%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1532641419433584125,0,0,0,0,0
1532641419435051060,0,0,0,0,0
1532641419436530382,0,0,0,0,0
1532641419437838803,0,0,0,0,0
1532641419439351877,0,0,0,0,0
1532641419440720388,0,0,0,0,0
1532641419442120959,0,0,0,0,0
1532641419443454489,0,0,0,0,0
1532641419444949043,0,0,0,0,0
1532641419446375176,0,0,0,0,0
1532641419447812111,0,2,0,0,243
1532641419449394502,0,1,0,0,296
1532641419450724672,0,2,0,0,317
1532641419452070116,0,0,0,0,323
1532641419453469441,0,0,0,0,270
1532641419454797161,0,0,0,0,145
1532641419456104096,0,0,0,0,91
1532641419457449630,0,0,0,0,0
1532641419517633979,0,0,0,0,0
1532641419519146062,0,0,0,0,0
1532641419520528930,0,0,0,0,0
1532641419521849920,0,0,0,0,0
1532641419523211468,0,0,0,0,0
1532641419524716465,0,0,0,0,0
1532641419526116652,0,0,0,0,0
1532641419527412508,0,0,0,0,0
1532641419528710158,0,0,0,0,0
1532641419530112132,0,0,0,0,0
1532641419531692471,0,0,0,0,0
1532641419533075615,0,0,0,0,0
1532641419534423209,0,0,0,0,0
1532641419535762367,0,0,0,0,0
1532641419537066940,0,0,0,0,0
1532641419538403915,0,0,0,0,0
1532641419539702835,0,0,0,0,0
1532641419601982294,0,0,0,0,0
1532641419603390465,0,0,0,0,0
1532641419604793155,0,0,0,0,0
1532641419606242585,0,0,0,0,0
1532641419607689951,0,0,0,0,0
1532641419609163846,0,0,0,0,0
1532641419610602470,0,0,0,0,0
1532641419611974965,0,0,0,0,0
1532641419613343563,0,0,0,0,0
1532641419614799669,0,0,0,0,0
1532641419616182684,0,0,0,0,0
1532641419617531940,0,0,0,0,0
1532641419618887489,0,0,0,0,0
1532641419620168031,0,0,0,0,0
1532641419621699214,0,0,0,0,0
1532641419622984787,0,0,0,0,0
1532641419624418773,0,0,0,0,0
1532641419625750709,0,0,0,0,0
1532641419686354093,0,0,0,0,0
1532641419687739920,0,0,0,0,0
1532641419689152936,0,0,0,0,0
1532641419690533076,0,0,0,0,0
1532641419691919442,0,0,0,0,0
1532641419693364558,0,0,0,0,0
1532641419694789794,0,0,0,0,0
1532641419696189039,0,0,0,0,0
1532641419697617667,0,0,52,0,0
1532641419698942285,0,0,182,0,0
1532641419700454614,0,0,239,0,0
1532641419701897760,0,0,304,0,0
1532641419703356750,0,0,360,0,0
1532641419704789803,0,0,413,0,0
1532641419706271531,0,0,438,0,0
1532641419707734160,0,0,457,0,0
1532641419709191100,0,0,483,0,0
1532641419710645639,0,0,501,0,0
1532641419770612434,0,0,511,0,0
1532641419772352294,0,0,525,0,0
1532641419773758980,0,0,538,0,0
1532641419775130445,0,0,553,0,0
1532641419776532276,0,0,566,0,0
1532641419777951208,0,0,585,0,0
1532641419779387268,0,37,603,0,0
1532641419780837889,0,49,622,0,0
1532641419782350237,0,65,653,0,143
1532641419783969093,0,74,661,0,273
1532641419785398037,0,77,677,0,391
1532641419786838625,0,84,686,0,487
1532641419788280759,0,94,695,0,566
1532641419789605675,0,100,680,0,638
1532641419790882140,0,109,671,0,692
1532641419792218870,0,120,684,0,727
1532641419793580219,0,130,708,0,760
1532641419794965175,0,152,730,0,786
1532641419854978209,0,163,763,2,806
1532641419856456612,0,171,779,0,817
1532641419858046189,0,185,790,0,831
1532641419859481414,0,198,796,0,843
1532641419860869319,0,200,805,0,851
1532641419862196205,0,202,814,0,859
1532641419863632418,0,213,814,0,865
1532641419864948732,0,229,818,0,870
1532641419866329536,0,248,824,0,875
1532641419867925788,0,255,821,0,876
1532641419869309042,0,264,824,0,880
1532641419870725253,0,274,835,0,885
1532641419872174635,0,286,846,0,887
1532641419873579939,0,293,855,0,890
1532641419874839155,0,305,865,0,893
1532641419876227886,0,312,871,0,897
1532641419877554975,0,318,882,0,898
1532641419939215172,0,327,889,0,901
1532641419940633479,0,334,896,0,902
1532641419942098329,0,333,904,0,903
1532641419943518048,0,337,909,0,903
1532641419944982329,0,340,912,0,905
1532641419946444382,0,350,914,0,908
