%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1532640616918006369,0,0,0,0,0
1532640616919403277,0,0,0,0,0
1532640616920768286,0,0,0,0,0
1532640616922085857,0,0,0,0,0
1532640616923616961,0,0,0,0,0
1532640616924954653,0,0,0,0,0
1532640616926439568,0,0,0,0,0
1532640616927816365,0,0,0,0,0
1532640616929208896,0,0,0,0,0
1532640616930566353,0,0,0,0,0
1532640616931923985,0,0,0,0,0
1532640616933244446,0,0,0,0,0
1532640616934633627,0,0,0,0,0
1532640616936019124,0,0,0,0,0
1532640616937414754,0,0,0,0,0
1532640616938673894,0,0,0,0,0
1532640616939868786,0,0,0,0,0
1532640616941198973,0,0,0,0,0
1532640617002185150,0,0,0,0,0
1532640617003631709,0,0,0,0,0
1532640617004918028,0,0,0,0,0
1532640617006479788,0,0,0,0,0
1532640617007963074,0,0,0,0,0
1532640617009381550,0,0,0,0,0
1532640617010664201,0,0,0,0,0
1532640617012045181,0,0,0,0,0
1532640617013452519,0,0,0,0,0
1532640617014919105,0,0,0,0,0
1532640617016244091,0,0,0,0,0
1532640617017672592,0,0,0,0,0
1532640617018969234,0,0,0,0,0
1532640617020307946,0,0,0,0,0
1532640617021679244,0,0,0,0,0
1532640617023062927,0,0,0,0,0
1532640617024409290,0,0,0,0,0
1532640617025696644,0,0,0,0,0
1532640617086538790,0,0,0,0,0
1532640617087960543,0,0,0,0,0
1532640617089362958,0,0,0,0,0
1532640617090734957,0,0,0,0,0
1532640617092357997,0,0,0,0,0
1532640617093747859,0,0,0,0,0
1532640617095246048,0,0,0,0,0
1532640617096663042,0,0,0,0,0
1532640617098185664,0,0,0,0,0
1532640617099660754,0,0,0,0,0
1532640617101005361,0,4,0,0,0
1532640617102393251,0,0,0,3,0
1532640617103733326,0,0,0,0,0
1532640617105167858,0,0,0,0,0
1532640617106567486,0,0,0,0,0
1532640617107950991,0,0,0,0,0
1532640617109393283,0,0,0,0,0
1532640617110783290,0,0,0,0,0
1532640617170889577,0,0,0,0,0
1532640617172293004,0,0,0,0,0
1532640617173672733,0,0,0,0,0
1532640617175138121,0,0,0,0,0
1532640617176548744,0,0,0,0,0
1532640617177982339,0,0,0,0,0
1532640617179234507,0,0,0,0,0
1532640617180660452,0,0,0,0,0
1532640617182132095,0,0,0,0,0
1532640617183483125,0,0,0,0,0
1532640617184900290,0,0,0,0,0
1532640617186417016,0,0,0,0,0
1532640617187779664,0,0,0,0,0
1532640617189125347,0,0,0,0,0
