%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3
1532640905613568815,0,0,0,0,0
1532640905614937189,0,0,0,0,0
1532640905616305475,0,0,0,0,0
1532640905617698791,0,0,0,0,0
1532640905619127869,0,0,0,0,0
1532640905620526540,0,0,0,0,0
1532640905621917133,0,0,0,0,0
1532640905623233673,0,0,0,0,0
1532640905624565481,0,0,0,0,0
1532640905625895068,0,0,0,0,0
1532640905627374638,0,0,0,0,0
1532640905628949427,0,0,0,0,0
1532640905630319181,0,0,0,0,0
1532640905631779428,0,0,0,0,0
1532640905632990541,0,0,0,0,0
1532640905634420412,0,0,0,0,0
1532640905635762366,0,0,0,0,0
1532640905697756881,0,0,0,1,0
1532640905699158850,0,0,0,0,0
1532640905700599135,0,0,0,0,0
1532640905701950435,0,0,0,0,0
1532640905703271374,0,0,0,0,0
1532640905704685197,0,0,0,0,0
1532640905706100864,0,0,0,0,0
1532640905707587059,0,0,0,0,0
1532640905708996988,0,0,0,0,0
1532640905710255999,0,0,0,0,0
1532640905711506069,0,0,0,0,0
1532640905712989784,0,0,0,0,0
1532640905714351940,0,0,0,0,0
1532640905715660152,0,0,0,0,0
1532640905716944058,0,0,0,0,0
1532640905718223514,0,0,0,0,0
1532640905719518357,0,0,0,0,0
1532640905720857177,0,0,0,0,0
1532640905782081012,0,0,0,0,0
1532640905783528025,0,0,0,0,0
1532640905784889759,0,0,0,0,0
1532640905786314937,0,0,0,0,0
1532640905787712097,0,0,0,0,0
1532640905789183088,0,0,0,0,0
1532640905790536481,0,0,0,0,0
1532640905791939698,0,0,0,0,0
1532640905793378238,0,0,0,0,0
1532640905794903694,0,0,0,0,0
1532640905796347043,0,0,0,0,2
1532640905797740009,0,0,0,0,0
1532640905799076188,0,0,0,0,0
1532640905800484566,0,0,0,0,0
1532640905801995892,0,0,0,0,0
1532640905803428621,0,0,0,0,0
1532640905804817798,0,0,0,0,0
1532640905806386691,0,0,0,0,0
1532640905866365342,0,0,0,0,0
1532640905867770753,0,0,0,0,0
1532640905869039110,0,0,0,0,0
1532640905870500166,0,0,0,0,0
1532640905871916152,0,0,0,0,0
1532640905873352605,0,0,0,0,0
1532640905874754433,0,0,0,0,0
1532640905876218740,0,0,0,0,0
1532640905877523656,0,0,0,0,0
1532640905879039079,0,0,0,0,0
1532640905880445848,0,0,0,0,0
1532640905881835472,0,0,0,0,0
1532640905883332657,0,0,0,0,0
1532640905884784550,0,0,0,0,0
1532640905886278162,0,0,0,0,0
1532640905887651168,0,0,0,0,0
1532640905889025057,0,0,0,0,0
1532640905890360929,0,0,0,0,0
1532640905951386527,0,0,0,0,0
1532640905952740077,0,0,0,0,0
1532640905954189931,0,0,0,0,0
1532640905955672776,0,0,0,0,0
1532640905957025400,0,0,0,0,0
1532640905958622396,0,0,0,0,0
1532640905959994084,0,2,0,0,0
1532640905961497829,0,0,0,0,0
1532640905962854451,0,0,0,0,0
1532640905964310902,0,0,0,0,0
1532640905965724698,0,0,0,0,0
1532640905967118493,0,0,0,0,0
1532640905968497826,0,0,0,0,0
1532640905969812868,0,0,0,0,0
1532640905971156939,0,0,0,0,0
1532640905972544109,0,0,0,0,0
1532640905973891641,0,0,0,0,0
1532640906035006386,0,0,0,0,0
1532640906036370888,0,0,0,0,0
1532640906037792649,0,0,0,0,0
1532640906039063178,0,0,0,0,0
1532640906040476003,0,0,0,0,0
1532640906041873620,0,0,0,0,0
1532640906043258480,0,0,0,0,0
1532640906044623531,0,0,0,0,0
1532640906046150277,0,0,0,0,0
1532640906047482845,0,0,0,0,0
1532640906048828094,0,0,0,0,0
1532640906050277607,0,0,0,0,0
1532640906051617833,0,0,0,0,0
1532640906052986682,0,0,0,0,0
1532640906054357421,0,0,0,0,0
1532640906055841624,0,0,0,0,0
1532640906057233655,0,0,0,0,0
1532640906058614682,0,0,0,0,0
1532640906119214304,0,0,0,0,0
1532640906120675668,0,0,0,0,0
1532640906122087654,0,0,0,0,0
1532640906123354567,0,0,0,0,0
1532640906124756123,0,0,0,0,0
1532640906126190708,0,0,0,0,0
1532640906127726213,0,0,0,0,0
1532640906129168898,0,0,0,0,0
1532640906130692207,0,0,0,0,0
1532640906131993372,0,0,0,0,0
1532640906133460319,0,0,0,0,0
1532640906135077658,0,0,0,0,0
1532640906136495944,0,0,0,0,0
1532640906138087273,0,0,0,0,0
1532640906139471795,0,0,0,0,0
1532640906140817918,0,0,0,0,0
1532640906142139242,0,0,0,0,0
1532640906143448925,0,0,0,0,0
1532640906203655964,0,0,0,0,0
1532640906205022749,0,0,0,0,0
1532640906206478586,0,0,0,0,0
1532640906207870748,0,0,0,0,0
1532640906209518418,0,0,0,0,0
1532640906210761741,0,1,0,0,0
1532640906212182592,0,0,0,0,0
1532640906213601995,0,0,0,0,0
1532640906215269211,0,0,0,0,0
1532640906216610333,0,0,0,0,0
1532640906218233406,0,0,0,0,0
1532640906219697527,0,0,0,0,0
1532640906221233120,0,0,0,0,0
1532640906222491835,0,0,0,0,0
1532640906223890241,0,0,0,3,0
1532640906225231305,0,0,0,0,0
1532640906226743634,0,0,0,0,0
1532640906287846518,0,0,0,0,0
1532640906289171140,0,0,0,0,0
1532640906290663324,0,0,0,0,0
1532640906292064193,0,0,0,0,0
1532640906294819963,0,0,0,0,0
1532640906296253931,0,0,0,0,0
1532640906297594141,0,0,0,0,0
1532640906298943732,0,0,0,0,0
1532640906300200370,0,0,0,0,0
1532640906301661211,0,0,0,0,0
1532640906303228532,0,0,0,0,0
1532640906304621403,0,0,0,0,0
1532640906305904511,0,0,0,0,0
1532640906307200206,0,0,0,0,0
1532640906308513526,0,0,0,0,0
1532640906309864370,0,0,0,0,0
1532640906311182761,0,0,0,0,0
1532640906312517847,0,0,0,0,0
1532640906372859665,0,0,0,0,0
1532640906374305545,0,0,0,0,0
1532640906375708017,0,0,0,0,0
1532640906377116107,0,0,0,0,0
1532640906378562328,0,0,0,0,0
1532640906379908248,0,0,0,0,0
1532640906381306604,0,0,0,0,0
1532640906382769923,0,0,0,0,0
1532640906384324149,0,0,0,0,0
1532640906385631844,0,2,3,0,0
1532640906387265031,0,6,6,0,0
1532640906388679305,0,7,6,0,0
1532640906390095826,0,9,10,0,0
1532640906391484736,0,13,13,0,0
1532640906393030969,0,12,13,0,0
1532640906394615422,0,17,16,0,0
1532640906396036235,0,19,20,0,0
1532640906456371624,0,21,21,0,0
1532640906457773382,0,24,24,0,0
1532640906459175286,0,26,25,0,0
1532640906460566646,0,26,27,0,0
1532640906461997294,0,31,32,0,0
1532640906463428288,0,31,31,0,0
1532640906464825802,0,30,32,0,0
1532640906466269767,0,37,37,0,48
1532640906467917969,0,37,37,20,163
1532640906469390441,0,43,43,105,269
1532640906470918392,0,59,53,125,401
1532640906472254202,0,70,70,203,466
1532640906473704475,0,80,79,246,540
1532640906475101775,0,84,90,302,578
1532640906476367666,0,90,90,354,617
1532640906477668956,0,89,89,394,641
1532640906478995990,0,88,88,451,661
1532640906480326849,0,90,88,482,682
1532640906540694735,0,89,88,514,695
1532640906542091953,0,100,100,535,715
1532640906543507503,0,107,108,562,729
1532640906544909724,0,124,123,581,739
1532640906546295304,0,129,131,601,750
1532640906547735834,0,138,137,633,761
1532640906549298199,0,144,144,661,777
1532640906550667648,0,152,152,680,788
1532640906552084287,0,167,167,706,799
1532640906553547561,0,183,184,722,808
1532640906554898070,0,200,200,739,816
1532640906556317636,0,207,207,752,823
1532640906557732545,0,213,214,766,833
1532640906559161488,0,218,219,779,841
1532640906560592579,0,222,221,788,850
1532640906561993774,0,229,231,798,855
1532640906563417357,0,238,237,805,860
1532640906564826164,0,246,245,811,866
1532640906625079059,0,256,254,819,872
1532640906626573904,0,264,264,825,876
1532640906627927898,0,267,267,832,881
1532640906629362522,0,277,276,835,887
1532640906630827540,0,288,289,842,892
1532640906632129113,0,297,298,848,895
1532640906633616264,0,308,309,852,898
1532640906634896717,0,324,315,857,902
1532640906636548557,0,325,325,862,905
1532640906637990066,0,331,332,866,908
1532640906639408309,0,335,334,871,910
1532640906640900270,0,336,336,876,913
1532640906642292068,0,339,340,879,915
1532640906643896331,0,343,343,880,918
1532640906645338275,0,345,346,884,919
1532640906646699081,0,348,348,885,922
1532640906648179929,0,351,351,888,923
1532640906709303379,0,353,354,889,926
1532640906710739472,0,340,338,888,928
1532640906712123668,0,333,333,893,929
1532640906713556328,0,334,335,894,930
1532640906714867473,0,331,330,895,932
1532640906716265137,0,330,330,897,931
1532640906717698875,0,326,326,898,935
1532640906719046316,0,325,324,901,937
1532640906720456155,0,322,323,902,938
1532640906721950792,0,324,326,903,939
1532640906723353166,0,333,333,905,939
1532640906724804308,0,333,333,906,942
1532640906726207011,0,335,332,907,942
1532640906727525625,0,334,334,908,943
1532640906729008020,0,335,334,908,944
1532640906730464764,0,330,331,910,945
1532640906731846124,0,333,333,910,944
1532640906733233954,0,335,335,911,945
1532640906793723152,0,336,336,911,946
1532640906795090721,0,338,338,911,946
1532640906796438523,0,339,340,912,947
1532640906797976081,0,342,343,911,947
1532640906799381287,0,344,343,911,946
1532640906800751332,0,338,339,911,947
1532640906802259855,0,339,340,910,947
1532640906803628161,0,335,336,909,947
1532640906805176957,0,335,333,909,947
1532640906806641985,0,331,330,910,947
1532640906808140119,0,330,328,909,947
1532640906809637094,0,331,332,910,947
1532640906810981589,0,334,334,910,947
1532640906812606212,0,337,337,910,947
1532640906813999414,0,338,337,910,947
1532640906815529337,0,339,340,910,947
1532640906817098990,0,342,342,912,947
1532640906818550667,0,344,343,911,948
1532640906877879991,0,344,343,912,948
1532640906879290539,0,344,345,912,948
1532640906880699380,0,349,349,914,948
1532640906882101327,0,349,350,913,949
1532640906883527763,0,350,349,914,949
1532640906885114426,0,351,351,914,949
1532640906886497956,0,351,351,914,949
1532640906888009726,0,347,347,915,949
1532640906889428337,0,345,346,914,949
1532640906890846898,0,345,345,914,949
1532640906892486718,0,344,344,915,949
1532640906893752479,0,346,346,914,950
1532640906895224786,0,347,348,915,950
1532640906896589764,0,349,351,915,950
1532640906897994998,0,350,349,915,950
1532640906899456437,0,349,348,915,951
1532640906900746708,0,350,350,915,951
1532640906902124207,0,351,351,915,949
1532640906962958039,0,354,354,915,952
1532640906964240537,0,356,354,914,952
1532640906965663224,0,358,359,913,952
1532640906967161074,0,360,360,913,952
1532640906968564831,0,363,364,913,953
1532640906970001806,0,370,366,912,954
1532640906971384732,0,365,366,913,954
1532640906972747210,0,370,370,913,954
1532640906974076821,0,370,370,913,954
1532640906975556991,0,370,371,913,954
1532640906976836299,0,370,370,912,955
1532640906978356135,0,371,371,911,955
1532640906979852932,0,372,374,911,955
1532640906981395882,0,373,372,911,955
1532640906982897829,0,373,373,911,955
1532640906984294046,0,372,372,911,956
1532640906985821921,0,373,372,912,955
1532640907046478869,0,372,372,912,956
1532640907047893678,0,370,370,912,953
1532640907049279375,0,365,365,911,955
1532640907050612537,0,364,366,911,956
1532640907051950880,0,362,361,911,956
1532640907053331586,0,360,361,910,956
1532640907054636988,0,358,358,911,956
1532640907055956693,0,358,358,911,956
1532640907057303064,0,358,357,911,956
1532640907058754637,0,358,357,911,956
1532640907060181536,0,355,356,911,956
1532640907061522190,0,355,355,911,955
1532640907063217234,0,355,354,910,956
1532640907064583202,0,350,350,910,955
1532640907066016769,0,351,350,910,955
1532640907067481829,0,347,347,909,955
1532640907068912859,0,342,342,908,955
1532640907070378051,0,341,341,909,955
1532640907130866521,0,338,337,909,955
1532640907132208332,0,329,330,907,954
1532640907133611762,0,333,332,908,955
1532640907135092655,0,333,333,908,954
1532640907136587999,0,327,327,908,954
1532640907137995247,0,321,321,909,953
1532640907139318857,0,316,317,908,953
1532640907140793547,0,311,311,909,953
1532640907142324841,0,300,300,909,951
1532640907143603064,0,291,290,909,951
1532640907144940070,0,288,287,910,951
1532640907146339149,0,282,283,908,950
1532640907147682005,0,273,273,910,950
1532640907148996561,0,271,271,911,950
1532640907150352514,0,269,269,911,950
1532640907151669334,0,275,275,913,950
1532640907153003761,0,282,282,913,951
1532640907154428802,0,290,290,914,951
1532640907215142918,0,295,296,914,952
1532640907216562120,0,301,301,915,951
1532640907218034349,0,304,304,915,951
1532640907219445461,0,311,311,916,950
1532640907220766520,0,316,316,916,952
1532640907222289077,0,317,317,917,952
1532640907223680964,0,322,321,916,951
1532640907225111156,0,324,325,917,951
1532640907226505906,0,328,329,917,951
1532640907227946522,0,330,330,917,951
1532640907229493618,0,334,334,917,950
1532640907230937138,0,336,336,917,949
1532640907232280037,0,338,338,917,949
1532640907233618956,0,338,338,917,949
1532640907234925599,0,340,339,917,948
1532640907236262299,0,341,341,917,948
1532640907237638317,0,341,340,917,948
1532640907299365226,0,342,342,916,947
1532640907300803584,0,342,343,916,947
1532640907302345601,0,344,343,916,947
1532640907303761494,0,347,347,916,947
1532640907305022762,0,347,347,917,947
1532640907306368119,0,347,347,916,947
1532640907307670447,0,346,346,916,947
1532640907308998842,0,347,346,916,948
1532640907310391531,0,348,348,916,947
1532640907311856583,0,349,349,916,948
1532640907313273338,0,351,352,916,947
1532640907314630104,0,351,352,916,948
1532640907316102925,0,354,354,916,948
1532640907317610772,0,354,355,916,947
1532640907319081763,0,356,356,917,948
1532640907320582756,0,359,359,917,948
1532640907321924006,0,363,363,916,948
1532640907323283881,0,363,363,916,949
1532640907383667325,0,365,366,916,949
1532640907385054851,0,367,368,916,948
1532640907386406164,0,366,366,917,949
1532640907387717003,0,367,367,917,949
1532640907389165962,0,367,370,916,950
1532640907390578502,0,371,368,916,950
1532640907391978928,0,368,368,916,950
1532640907393280934,0,369,369,915,949
1532640907394690683,0,368,368,915,950
1532640907396118464,0,369,368,914,951
1532640907397670788,0,369,369,914,951
1532640907399104516,0,371,371,914,952
1532640907400522002,0,365,369,914,952
1532640907401910160,0,368,367,915,953
1532640907403535758,0,368,368,914,954
1532640907405019972,0,368,369,915,952
1532640907406439979,0,369,369,914,953
1532640907407935340,0,371,371,915,952
1532640907468013370,0,373,373,915,953
1532640907469446364,0,375,374,915,953
1532640907470872472,0,374,374,916,953
1532640907472290945,0,375,374,916,954
1532640907473704710,0,377,378,916,952
1532640907475007637,0,375,376,916,954
1532640907476483038,0,376,376,917,954
1532640907478120428,0,379,375,916,954
1532640907479458896,0,375,375,916,954
1532640907481006432,0,374,374,916,954
1532640907482367123,0,374,374,916,953
1532640907483778355,0,377,379,916,954
1532640907485224127,0,377,378,916,954
1532640907486605933,0,379,377,915,954
1532640907487936647,0,377,377,916,955
1532640907489320302,0,378,378,916,954
1532640907490784109,0,378,378,915,954
1532640907492134029,0,380,380,914,955
1532640907552389671,0,381,381,914,954
1532640907553801287,0,380,380,913,955
1532640907555200868,0,379,379,912,955
1532640907556524057,0,378,379,911,955
1532640907557895981,0,378,378,910,955
1532640907559322211,0,376,380,911,956
1532640907560718911,0,377,377,910,956
1532640907562090058,0,378,378,911,956
1532640907563590285,0,378,378,912,957
1532640907565060098,0,376,376,911,957
1532640907566471300,0,375,375,912,957
1532640907567951823,0,376,375,913,957
1532640907569052007,0,375,375,912,956
1532640907570340155,0,374,374,913,957
1532640907571545523,0,374,374,913,957
1532640907572811762,0,375,376,912,958
1532640907574040532,0,375,375,912,957
1532640907636582372,0,376,376,911,958
1532640907638091792,0,374,375,911,958
1532640907639533718,0,376,376,912,958
1532640907640811388,0,375,375,911,958
1532640907642238831,0,377,377,911,958
1532640907643656553,0,379,378,911,958
1532640907644947578,0,379,379,912,958
1532640907646299815,0,380,380,912,957
1532640907647539908,0,380,380,911,958
1532640907648951263,0,379,379,912,959
1532640907650389980,0,380,379,912,959
1532640907651769057,0,380,381,912,958
1532640907653255515,0,380,380,912,958
1532640907654559399,0,379,379,913,958
1532640907655897019,0,379,379,912,958
1532640907657237838,0,379,379,912,958
1532640907658562866,0,379,378,913,958
1532640907659887168,0,379,378,912,958
1532640907720936251,0,378,378,911,958
1532640907722341246,0,378,379,912,958
1532640907723655297,0,377,378,912,958
1532640907725096775,0,378,377,912,958
1532640907726480869,0,379,377,912,958
1532640907727796318,0,380,377,912,958
1532640907729129077,0,376,376,912,958
1532640907730377296,0,379,374,912,958
1532640907731711617,0,376,378,913,958
1532640907733194651,0,375,375,913,958
1532640907734566299,0,377,373,913,957
1532640907735846620,0,374,373,913,958
1532640907737237383,0,373,372,914,958
1532640907738545088,0,371,371,915,958
1532640907739834374,0,373,372,915,958
1532640907741153577,0,373,373,915,958
1532640907742525230,0,373,373,915,958
1532640907743860126,0,375,375,915,958
1532640907805355382,0,375,375,916,957
1532640907806766720,0,378,376,916,959
1532640907808136303,0,374,374,916,959
1532640907809574448,0,377,382,916,958
1532640907810956334,0,374,376,915,958
1532640907812349827,0,376,376,917,958
1532640907813796784,0,376,376,917,958
1532640907815144238,0,376,376,917,958
1532640907816611952,0,376,376,917,959
1532640907818067611,0,376,376,918,959
1532640907819410013,0,376,376,918,959
1532640907820803711,0,378,377,918,958
1532640907822177231,0,377,376,918,959
1532640907823595597,0,377,378,917,959
1532640907825098970,0,376,372,918,959
1532640907826493260,0,376,376,918,959
1532640907827882700,0,375,376,918,959
1532640907889629947,0,376,375,918,959
1532640907891005507,0,376,375,919,960
1532640907892341037,0,375,374,918,960
1532640907893816989,0,375,376,919,960
1532640907895218374,0,377,375,919,960
1532640907896662821,0,376,376,919,960
1532640907898092304,0,376,377,919,960
1532640907899533095,0,377,377,918,960
1532640907901025514,0,374,377,919,960
1532640907902365621,0,377,376,917,961
1532640907903703211,0,377,377,918,960
1532640907905085302,0,377,377,918,960
1532640907906529867,0,376,375,918,960
1532640907907886115,0,377,377,919,960
1532640907909330366,0,372,375,918,960
1532640907910714205,0,371,371,918,960
1532640907912357257,0,372,370,917,960
1532640907913797296,0,371,370,916,960
1532640907973742071,0,370,369,915,960
1532640907975201346,0,370,370,915,960
1532640907976514510,0,369,369,914,961
1532640907977951234,0,369,370,915,960
1532640907979476332,0,372,372,915,960
1532640907980884750,0,373,374,916,960
1532640907982317681,0,370,370,915,960
1532640907983790618,0,370,370,916,960
1532640907985416974,0,369,369,917,961
1532640907986791721,0,369,369,916,961
1532640907988173635,0,366,366,917,960
1532640907989673055,0,364,363,917,961
1532640907990946858,0,364,363,916,961
1532640907992285320,0,364,364,916,959
1532640907993706389,0,366,365,916,961
1532640907995028258,0,868,867,916,960
1532640907996363058,0,868,869,916,961
1532640907997696268,0,868,869,916,960
1532640908058100408,0,869,868,915,960
1532640908059606460,0,868,869,915,960
1532640908060986944,0,869,868,916,960
1532640908062403816,0,868,869,915,961
1532640908063860417,0,869,869,915,960
1532640908065342098,0,868,868,914,960
1532640908066754833,0,868,868,915,960
1532640908068155077,0,868,868,914,960
1532640908069576192,0,868,868,915,961
1532640908071025710,0,868,868,914,961
1532640908072393249,0,866,867,914,961
1532640908073705164,0,866,867,914,961
1532640908075036702,0,865,867,914,961
1532640908076486483,0,866,866,913,961
1532640908077935212,0,866,866,914,961
1532640908079394188,0,867,866,913,961
1532640908080872376,0,867,867,913,961
1532640908082258977,0,867,868,914,960
1532640908142894650,0,867,868,914,960
1532640908144230097,0,869,868,914,961
1532640908145712065,0,869,869,914,961
1532640908147103097,0,869,869,914,961
1532640908148502197,0,869,869,913,961
1532640908149904101,0,870,870,913,961
1532640908151220930,0,870,870,913,962
1532640908152643784,0,870,869,913,962
1532640908153979707,0,870,870,912,962
1532640908155248607,0,870,870,913,960
1532640908156532035,0,870,870,913,962
1532640908157861514,0,869,870,913,962
1532640908159113110,0,870,870,913,961
1532640908160436113,0,870,870,913,963
1532640908161758170,0,870,871,913,962
1532640908163105662,0,871,871,913,963
1532640908164511938,0,872,871,912,963
1532640908226736777,0,872,872,913,964
1532640908228123326,0,870,872,912,963
1532640908229579727,0,872,873,912,964
1532640908230931225,0,873,873,912,965
1532640908232488680,0,873,873,912,965
1532640908233887652,0,873,873,912,964
1532640908235433143,0,873,874,912,965
1532640908237003452,0,873,873,911,965
1532640908238507219,0,874,874,912,966
1532640908239947238,0,874,874,912,966
1532640908241377220,0,874,874,912,966
1532640908242844756,0,874,874,912,966
1532640908244152513,0,874,874,912,967
1532640908245526479,0,874,874,912,967
1532640908247127745,0,874,874,912,967
1532640908248526026,0,874,874,912,968
1532640908249929733,0,874,874,912,967
1532640908251316210,0,875,874,912,967
1532640908311045974,0,874,874,911,968
1532640908312460847,0,875,875,910,967
1532640908313825743,0,875,875,911,968
1532640908315235850,0,875,875,911,968
1532640908316559137,0,875,875,911,968
1532640908317975464,0,875,875,910,968
1532640908319266421,0,875,875,910,967
1532640908320585177,0,875,875,911,968
1532640908322011433,0,876,876,910,968
1532640908323373691,0,876,876,910,968
1532640908324674267,0,875,876,912,968
1532640908326023445,0,876,876,911,967
1532640908327275579,0,876,876,913,968
1532640908328671352,0,875,875,912,968
1532640908329990517,0,876,875,912,968
1532640908331315992,0,876,876,913,966
1532640908332674448,0,875,876,913,967
1532640908334013029,0,876,876,913,967
1532640908395344386,0,876,875,913,967
1532640908396717718,0,876,876,913,967
1532640908398054768,0,876,876,913,967
1532640908399575479,0,875,874,913,967
1532640908400837373,0,875,875,914,967
1532640908402330491,0,875,875,913,967
1532640908403678617,0,875,875,914,967
1532640908405085449,0,875,876,913,967
1532640908406562606,0,874,875,914,966
1532640908407899677,0,876,876,914,967
1532640908409353637,0,876,876,913,967
1532640908410742927,0,876,876,914,967
1532640908412085954,0,876,877,913,966
1532640908413565429,0,876,876,914,967
1532640908414925050,0,875,876,914,967
1532640908416172696,0,876,876,913,967
1532640908417543329,0,876,876,914,966
1532640908479550457,0,874,875,914,967
1532640908481019308,0,875,875,915,966
1532640908482460257,0,875,875,915,967
1532640908483833000,0,875,875,914,967
1532640908485317684,0,873,875,914,967
1532640908486589431,0,875,875,915,967
1532640908487905770,0,875,875,915,967
1532640908489276045,0,875,875,915,967
1532640908490590182,0,875,875,914,966
1532640908491989669,0,875,875,914,967
1532640908493365352,0,875,876,914,967
1532640908494824118,0,876,875,914,966
1532640908496081215,0,875,876,914,967
1532640908497450515,0,875,875,914,967
1532640908498706564,0,875,876,914,966
1532640908500043705,0,876,876,914,966
1532640908501378175,0,875,875,914,966
1532640908502773284,0,875,876,914,966
1532640908563809813,0,875,875,914,967
1532640908565230930,0,875,876,914,966
1532640908566654267,0,875,875,914,966
1532640908568046473,0,874,875,914,966
1532640908569399871,0,874,875,913,966
1532640908570875033,0,875,875,913,965
1532640908572289272,0,874,874,912,966
1532640908573796463,0,873,873,912,965
1532640908575433499,0,873,873,912,965
1532640908576758540,0,872,873,912,966
1532640908578158667,0,872,872,913,965
1532640908579574096,0,872,872,913,966
1532640908581064119,0,871,871,913,965
1532640908582369549,0,872,872,913,965
1532640908583667918,0,872,872,913,965
1532640908584988474,0,872,872,913,965
1532640908586414843,0,872,872,914,965
1532640908587996216,0,872,872,913,965
1532640908648260937,0,871,871,914,965
1532640908649617984,0,871,871,914,964
1532640908650944381,0,871,871,913,965
1532640908652338938,0,871,871,914,965
1532640908653667051,0,871,871,913,964
1532640908654916300,0,870,870,913,964
1532640908656346219,0,869,869,913,964
1532640908657742447,0,869,869,912,964
1532640908659107448,0,869,869,912,964
1532640908660550557,0,869,868,912,964
1532640908662059533,0,868,868,912,963
1532640908663493669,0,868,868,912,963
1532640908664833195,0,869,868,912,963
1532640908666277198,0,867,867,911,963
1532640908667657989,0,867,867,912,963
1532640908669094363,0,867,867,912,963
1532640908670508930,0,867,867,912,963
1532640908671958067,0,865,867,912,963
1532640908733111431,0,866,867,912,963
1532640908734576529,0,866,867,912,963
1532640908736063957,0,867,867,912,963
1532640908737400284,0,867,867,912,963
1532640908738894091,0,867,867,912,963
1532640908740303707,0,866,867,911,962
1532640908741766234,0,866,866,912,963
1532640908743159895,0,865,865,912,963
1532640908744613013,0,864,865,912,962
1532640908745932530,0,862,864,912,962
1532640908747203264,0,864,864,912,962
1532640908748627432,0,862,863,911,962
1532640908750100819,0,862,863,910,962
1532640908751510578,0,862,862,911,962
1532640908752834757,0,861,862,911,962
1532640908755691628,0,861,862,910,962
1532640908756932681,0,861,861,910,962
1532640908816762272,0,861,861,910,961
1532640908818265671,0,860,860,910,961
1532640908819797333,0,860,859,910,960
1532640908821206045,0,860,860,910,960
1532640908822616913,0,860,860,910,960
1532640908824084808,0,860,860,910,960
1532640908825451031,0,859,859,910,960
1532640908826823511,0,859,859,910,960
1532640908828248660,0,859,859,909,959
1532640908829661575,0,859,859,910,959
1532640908831072158,0,858,859,910,960
1532640908832580942,0,859,859,910,959
1532640908833988538,0,858,859,909,959
1532640908835333790,0,859,859,909,960
1532640908836800985,0,858,859,909,960
1532640908838169681,0,859,858,909,959
1532640908839543843,0,858,858,908,959
1532640908901086330,0,858,858,908,959
1532640908902409705,0,858,858,909,959
1532640908903888138,0,858,858,909,959
1532640908905355762,0,858,858,909,959
1532640908906762794,0,858,858,909,959
1532640908908130744,0,856,857,909,958
1532640908909580134,0,857,857,908,958
1532640908910975864,0,856,856,909,958
1532640908912366339,0,855,856,908,958
1532640908914030221,0,854,854,908,958
1532640908915377547,0,854,854,907,958
1532640908916862405,0,854,854,908,958
1532640908918308916,0,854,854,907,958
1532640908919586698,0,853,854,907,957
1532640908921062497,0,854,853,907,958
1532640908922501968,0,853,854,907,958
1532640908923699932,0,854,854,907,958
1532640908925049994,0,854,854,907,958
1532640908985275671,0,855,855,908,958
1532640908986793751,0,855,855,908,958
1532640908988214743,0,855,855,908,957
1532640908989581723,0,856,856,910,958
1532640908990992248,0,855,856,909,958
1532640908992192958,0,856,856,910,957
1532640908993399591,0,856,856,910,957
1532640908994570020,0,856,857,909,958
